cz,czname,stateabbrv,state_id,w2_or_sc_nz_30_q1_f,w2_or_sc_nz_30_q1_m,w2_or_sc_nz_30_q2_f,w2_or_sc_nz_30_q2_m,w2_or_sc_nz_30_q3_f,w2_or_sc_nz_30_q3_m,w2_or_sc_nz_30_q4_f,w2_or_sc_nz_30_q4_m,w2_or_sc_nz_30_q5_f,w2_or_sc_nz_30_q5_m,w2_pos_30_q1_f,w2_pos_30_q1_m,w2_pos_30_q2_f,w2_pos_30_q2_m,w2_pos_30_q3_f,w2_pos_30_q3_m,w2_pos_30_q4_f,w2_pos_30_q4_m,w2_pos_30_q5_f,w2_pos_30_q5_m,w2_pos_30_var_q1_f,w2_pos_30_var_q1_m,w2_pos_30_var_q2_f,w2_pos_30_var_q2_m,w2_pos_30_var_q3_f,w2_pos_30_var_q3_m,w2_pos_30_var_q4_f,w2_pos_30_var_q4_m,w2_pos_30_var_q5_f,w2_pos_30_var_q5_m,w2_or_sc_nz_30_q1_f_sp,w2_or_sc_nz_30_q1_m_sp,w2_or_sc_nz_30_q2_f_sp,w2_or_sc_nz_30_q2_m_sp,w2_or_sc_nz_30_q3_f_sp,w2_or_sc_nz_30_q3_m_sp,w2_or_sc_nz_30_q4_f_sp,w2_or_sc_nz_30_q4_m_sp,w2_or_sc_nz_30_q5_f_sp,w2_or_sc_nz_30_q5_m_sp,w2_pos_30_q1_f_sp,w2_pos_30_q1_m_sp,w2_pos_30_q2_f_sp,w2_pos_30_q2_m_sp,w2_pos_30_q3_f_sp,w2_pos_30_q3_m_sp,w2_pos_30_q4_f_sp,w2_pos_30_q4_m_sp,w2_pos_30_q5_f_sp,w2_pos_30_q5_m_sp,w2_pos_30_var_q1_f_sp,w2_pos_30_var_q1_m_sp,w2_pos_30_var_q2_f_sp,w2_pos_30_var_q2_m_sp,w2_pos_30_var_q3_f_sp,w2_pos_30_var_q3_m_sp,w2_pos_30_var_q4_f_sp,w2_pos_30_var_q4_m_sp,w2_pos_30_var_q5_f_sp,w2_pos_30_var_q5_m_sp,w2_or_sc_nz_30_q1_f_tp,w2_or_sc_nz_30_q1_m_tp,w2_or_sc_nz_30_q2_f_tp,w2_or_sc_nz_30_q2_m_tp,w2_or_sc_nz_30_q3_f_tp,w2_or_sc_nz_30_q3_m_tp,w2_or_sc_nz_30_q4_f_tp,w2_or_sc_nz_30_q4_m_tp,w2_or_sc_nz_30_q5_f_tp,w2_or_sc_nz_30_q5_m_tp,w2_pos_30_q1_f_tp,w2_pos_30_q1_m_tp,w2_pos_30_q2_f_tp,w2_pos_30_q2_m_tp,w2_pos_30_q3_f_tp,w2_pos_30_q3_m_tp,w2_pos_30_q4_f_tp,w2_pos_30_q4_m_tp,w2_pos_30_q5_f_tp,w2_pos_30_q5_m_tp,w2_pos_30_var_q1_f_tp,w2_pos_30_var_q1_m_tp,w2_pos_30_var_q2_f_tp,w2_pos_30_var_q2_m_tp,w2_pos_30_var_q3_f_tp,w2_pos_30_var_q3_m_tp,w2_pos_30_var_q4_f_tp,w2_pos_30_var_q4_m_tp,w2_pos_30_var_q5_f_tp,w2_pos_30_var_q5_m_tp,pop2000,Bj_p25_czkir26_f_cc2,Bj_p25_czkir26_m_cc2,cs_race_bla,cs_race_theil_2000,cs00_seg_inc_pov25,frac_traveltime_lt15,hhinc00,gini,inc_share_1perc,taxrate,eitc_exposure,tax_st_diff_top20,ccd_pup_tch_ratio,score_r,dropout_r,num_inst_pc,tuition,gradrate_r,cs_elf_ind_man,d_tradeusch_pw_1990,frac_worked1416,mig_inflow,mig_outflow,cs_born_foreign,scap_ski90pcm,rel_tot,crime_violent,cs_fam_wkidsinglemom,cs_divorced,cs_married,cs_race_bla_st,cs00_seg_inc_pov25_st,cs_fam_wkidsinglemom_st,e_rank_b_kir26_f_p25,e_rank_b_kir26_m_p25
26102,Marshall,MO,Missouri,0.838095238,0.801886793,0.843243243,0.835227273,0.903061225,0.898989899,0.915384615,0.917293233,0.933333333,0.896551724,0.761904762,0.70754717,0.816216216,0.806818182,0.852040816,0.853535354,0.853846154,0.887218045,0.866666667,0.862068966,0.001727675,0.001952115,0.00081085,0.000885583,0.0006432,0.000631378,0.000959945,0.000752347,0.002567901,0.002050105,0.847457627,0.777777778,0.783333333,0.788461539,0.888888889,0.928571429,,,,,0.762711864,0.698412698,0.75,0.788461539,0.888888889,0.928571429,,,,,0.0030675,0.003343371,0.003125,0.003207499,0.005486968,0.00473761,,,,,0.826086957,0.837209302,0.872,0.85483871,0.904494382,0.89673913,0.918032787,0.921875,0.933333333,0.909090909,0.760869565,0.720930233,0.848,0.814516129,0.848314607,0.847826087,0.860655738,0.8984375,0.866666667,0.872727273,0.003955371,0.004678833,0.001031168,0.001218384,0.000722904,0.000701179,0.000983012,0.000712872,0.002567901,0.002019534,48599,0.054500148,-0.51743728,0.036543962,0.092560932,0.020694483,0.55902892,31245.383,0.35183001,8.0050001,0.01442143,0,0,14.93748543,-2.9812088,0.002337457,0.020576555,11500,-0.026142767,0.17075203,1.54101071,0.60446,0.014959156,0.015041462,0.018891791,0.856991464,0.65098047,0.001769584,0.18831615,0.10111327,0.58030331,-0.83720702,-1.9476414,-0.83858871,42.561943,51.009212
26103,Brookfield,MO,Missouri,0.763636364,0.783783784,0.898148148,0.894736842,0.872881356,0.968085106,0.944444444,0.923076923,0.904761905,0.962962963,0.763636364,0.783783784,0.842592593,0.831578947,0.805084746,0.946808511,0.907407407,0.826923077,0.714285714,0.962962963,0.003281743,0.004580183,0.001228059,0.001474267,0.001329858,0.000535768,0.001555911,0.002752333,0.009718173,0.001320937,0.793103448,0.789473684,0.956521739,0.95,,,,,,,0.793103448,0.789473684,0.913043478,0.95,,,,,,,0.005658289,0.008747631,0.00345196,0.002375,,,,,,,0.730769231,0.777777778,0.882352941,0.88,0.871559633,0.966292135,0.943396226,0.913043478,0.9,0.962962963,0.730769231,0.777777778,0.823529412,0.8,0.798165138,0.943820225,0.905660377,0.826086957,0.7,0.962962963,0.007567137,0.009602195,0.00170975,0.002133333,0.001477959,0.000595771,0.001612069,0.003123202,0.0105,0.001320937,22192,,,0.015591204,0.075870141,0.003478154,0.47499463,31878.521,0.30866,6.2020001,0.014497486,0,0,13.32610237,-0.06006803,-0.026757242,,,,0.21489172,0.853024237,0.38981,0.009733237,0.01405912,0.005976907,1.201122096,0.68709445,0.000901226,0.17371601,0.095811076,0.58824855,-1.045825,-2.5290742,-1.2393275,45.585243,54.381378
26104,Trenton,MO,Missouri,0.857142857,0.75,0.85106383,0.931034483,0.892857143,0.890909091,0.875,0.933333333,,1,0.857142857,0.7,0.808510638,0.931034483,0.821428571,0.872727273,0.84375,0.933333333,,1,0.004373178,0.0105,0.003294068,0.001107057,0.002619351,0.002019534,0.004119873,0.002074074,,0,0.846153846,0.75,,,,,,,,,0.846153846,0.75,,,,,,,,,0.010013655,0.015625,,,,,,,,,0.866666667,,0.868421053,0.923076923,0.884615385,0.907407407,0.870967742,0.933333333,,1,0.866666667,,0.815789474,0.923076923,0.807692308,0.888888889,0.838709677,0.933333333,,1,0.007703704,,0.003954658,0.001365498,0.002987028,0.00182899,0.004363734,0.002074074,,0,14189,,,0.003382902,0.029507173,0.002276217,0.49655637,30864.039,0.34244999,7.244,0.014981451,0,0,13.53319502,1.441916,0.017604958,0.070477128,1860,0.10188591,0.17906336,0.232834424,0.48649001,0.008950596,0.008950596,0.011733452,1.201425799,0.74931288,0.001902883,0.19373402,0.099339545,0.60218942,-1.1673781,-2.5696661,-0.68988127,42.288502,51.02557
26105,Polk,MO,Missouri,0.7,0.805555556,0.857142857,0.878048781,0.96875,0.947368421,0.875,1,0.916666667,,0.633333333,0.777777778,0.742857143,0.878048781,0.9375,0.894736842,0.8125,0.928571429,0.916666667,,0.007740741,0.004801097,0.005457726,0.002611686,0.001831055,0.002478496,0.009521484,0.00473761,0.006365741,,,0.944444444,,0.7,,,,,,,,0.944444444,,0.7,,,,,,,,0.002914952,,0.021,,,,,,,0.75,0.666666667,0.857142857,0.935483871,0.965517241,0.945945946,0.875,1,0.916666667,,0.666666667,0.611111111,0.714285714,0.935483871,0.965517241,0.891891892,0.8125,0.928571429,0.916666667,,0.009259259,0.013203017,0.00728863,0.001946897,0.001148059,0.002605966,0.009521484,0.00473761,0.006365741,,12442,,,0.000964475,0.17059755,0.003430826,0.40521705,28324.266,0.3123,6.6069999,0.01275524,0,0,13.64778937,-3.3979313,-0.026110452,,,,0.25009176,0.027739938,0.42754999,0.007876547,0.012216685,0.03608866,0.205687601,0.47002089,0.000964475,0.16666667,0.10203876,0.6099112,-1.1914573,-2.5306726,-1.4328148,44.828781,53.421558
26106,Centerville,IA,Iowa,0.875,0.821917808,0.879032258,0.881188119,0.9,0.859504132,0.935064935,0.9125,0.863636364,1,0.767857143,0.712328767,0.838709677,0.851485149,0.833333333,0.826446281,0.909090909,0.875,0.772727273,0.958333333,0.003183081,0.002807075,0.001090934,0.001252061,0.001157407,0.001185395,0.001073307,0.001367188,0.00798272,0.001663773,0.923076923,0.84375,0.90625,0.884615385,,0.75,,,,,0.846153846,0.75,0.90625,0.884615385,,0.75,,,,,0.005006827,0.005859375,0.002655029,0.003925808,,0.015625,,,,,0.833333333,0.804878049,0.869565217,0.88,0.903508772,0.871559633,0.934210526,0.91025641,0.863636364,1,0.7,0.682926829,0.815217391,0.84,0.833333333,0.834862385,0.907894737,0.871794872,0.772727273,0.958333333,0.007,0.005281409,0.00163737,0.001792,0.001218324,0.001264837,0.001100288,0.001432931,0.00798272,0.001663773,29873,0.42930764,-2.2327499,0.002477153,0.030725442,0.010146067,0.51720232,30736.205,0.33342001,8.2160006,0.021807255,3.7142856,2.86,13.19654614,4.5024552,-0.014807905,,,,0.18465529,0.83244084,0.50410002,0.008368761,0.009038262,0.008052757,0.925510485,0.43423828,0.000937301,0.17312072,0.095450789,0.6081059,-1.1763963,-2.3038843,-1.2556667,46.916283,51.251717
26107,Kirksville,MO,Missouri,0.810126582,0.826086957,0.840909091,0.93495935,0.860465116,0.845360825,0.873015873,0.965116279,0.90625,0.888888889,0.746835443,0.782608696,0.757575758,0.845528455,0.790697674,0.783505155,0.841269841,0.906976744,0.8125,0.833333333,0.00239332,0.001849264,0.001391324,0.001061871,0.001924359,0.00174871,0.002119602,0.000981046,0.004760742,0.003858025,0.8,0.777777778,0.827586207,0.866666667,,,,,,,0.766666667,0.75,0.689655172,0.833333333,,,,,,,0.005962963,0.005208334,0.007380377,0.00462963,,,,,,,0.816326531,0.857142857,0.844660194,0.956989247,0.851851852,0.855555556,0.86440678,0.963414634,0.90625,0.885714286,0.734693878,0.803571429,0.776699029,0.849462366,0.777777778,0.8,0.830508475,0.914634146,0.8125,0.828571429,0.003977934,0.00281865,0.001683861,0.001375011,0.002133821,0.001777778,0.002385833,0.000952177,0.004760742,0.004058309,38491,,,0.00797589,0.047383294,0.035404965,0.57478166,26767.428,0.4332,11.805,0.015571527,0,0,14.69670471,5.6944904,0.001637484,0.0259801,3680,0.34576425,0.11710468,3.353858191,0.46072999,0.007326388,0.012392507,0.014045978,0.836237019,0.46574524,0.000675483,0.16791417,0.077992477,0.50618583,-1.1216476,-1.4508365,-1.3985741,43.251091,49.118515
26201,Bismarck,ND,North Dakota,0.873134328,0.923076923,0.902439024,0.92,0.924124514,0.917670683,0.916666667,0.946099291,0.896551724,0.917737789,0.828358209,0.911242604,0.859756098,0.903333333,0.877431907,0.897590361,0.877777778,0.921985816,0.862068966,0.892030848,0.001061051,0.000478577,0.000367608,0.000291074,0.000209232,0.000184582,0.000149005,0.000102025,0.000315401,0.000247588,0.911392405,0.917647059,0.887850467,0.932038835,0.929824561,0.950819672,0.888888889,0.892857143,0.769230769,,0.873417722,0.917647059,0.859813084,0.902912621,0.894736842,0.918032787,0.814814815,0.892857143,0.769230769,,0.001399484,0.00088907,0.001126491,0.000851082,0.00165233,0.001233583,0.005588579,0.003416545,0.013654985,,0.818181818,0.928571429,0.909502262,0.913705584,0.923413567,0.913043478,0.917748918,0.948301329,0.901098901,0.917098446,0.763636364,0.904761905,0.859728507,0.9035533,0.875273523,0.894736842,0.88023088,0.923190547,0.865384615,0.89119171,0.003281743,0.001025807,0.000545681,0.000442359,0.000238884,0.000215521,0.000152128,0.000104741,0.000320039,0.000251215,114739,-1.0773994,-2.3570063,0.001838956,0.078646272,0.031022413,0.54114848,35395.766,0.33322999,12.604,0.018773718,0,3.44,18.33561307,5.0471416,-0.016685819,0.026146296,3664.7866,-0.082663745,0.048498575,0.059530188,0.62418997,0.016663907,0.012175459,0.01287632,2.550638004,0.81405628,0.000244032,0.16743603,0.081436709,0.59581685,-1.1827505,-1.5988448,-1.4116977,48.559765,58.729538
26202,East Grant UT,ND,North Dakota,0.9,1,1,0.769230769,0.9,,,,,,0.9,1,1,0.769230769,0.8,,,,,,0.009,0,0,0.013654985,0.016000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.769230769,,,,,,,,,1,0.769230769,,,,,,,,,0,0.013654985,,,,,,,2841,,,0,0.004895903,0.003245081,0.55168664,30351.652,0.20178001,,0.022687893,0,3.44,11.32429501,,,,,,0.030094583,0.071766674,,,,0.015561319,0.463170386,0.85427666,0.000351989,0.090909094,0.048387095,0.65143371,-1.2010602,-2.5369456,-3.5121782,,
26203,Linton,ND,North Dakota,0.947368421,0.9,1,0.84375,0.961538462,0.896551724,0.947368421,0.928571429,,,0.868421053,0.85,1,0.84375,0.961538462,0.827586207,0.894736842,0.857142857,,,0.003006998,0.0031875,0,0.004119873,0.001422394,0.004920251,0.004956991,0.008746356,,,,0.916666667,,,,,,,,,,0.916666667,,,,,,,,,,0.006365741,,,,,,,,,0.972222222,0.892857143,1,0.84375,0.96,0.888888889,0.947368421,0.928571429,,,0.888888889,0.821428571,1,0.84375,0.96,0.814814815,0.894736842,0.857142857,,,0.002743484,0.005238703,0,0.004119873,0.001536,0.005588579,0.004956991,0.008746356,,,10029,,,0.000398843,0.009259815,0.00115289,0.6459865,34910.246,0.26117,4.4890003,0.021539891,0,3.44,13.93947368,13.552432,-0.042850789,,,,0.027135441,0.063822316,0.54317999,0,0.01186559,0.0060012,2.660813723,1.0236315,0,0.086174242,0.039504074,0.65515983,-1.1970891,-2.6076033,-3.6421385,54.847176,63.512951
26204,Steele,ND,North Dakota,0.818181818,0.923076923,0.727272727,1,,,,,,,0.818181818,0.615384615,0.727272727,0.944444444,,,,,,,0.013523666,0.018206645,0.018031554,0.002914952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.9,0.7,1,,,,,,,0.8,0.7,0.7,0.941176471,,,,,,,0.016000001,0.021,0.021,0.003256666,,,,,,,2753,,,0.001816201,0.013473839,0.000292477,0.54008907,29679.99,0.27682999,,0.023139888,0,3.44,12.19238579,,,,,,0.03052729,1.58E-06,,0.008354522,0.013803124,0.008254717,2.249914157,0.80167091,0.00036324,0.089041099,0.047980998,0.62517816,-1.1829771,-2.6366613,-3.5634501,,
26301,Devils Lake,ND,North Dakota,0.815384615,0.828947368,0.904761905,0.864583333,0.902912621,0.898148148,0.980392157,0.972222222,0.941176471,0.909090909,0.769230769,0.77631579,0.876190476,0.84375,0.86407767,0.87037037,0.941176471,0.958333333,0.941176471,0.909090909,0.002730997,0.002284863,0.00103315,0.001373291,0.001140267,0.001044683,0.001085555,0.000554591,0.003256666,0.003756574,0.818181818,0.803921569,0.880952381,0.888888889,,,,,,,0.772727273,0.784313726,0.857142857,0.861111111,,,,,,,0.00399136,0.003316975,0.002915452,0.003322188,,,,,,,0.80952381,0.88,0.920634921,0.85,0.897959184,0.912621359,0.979166667,0.970588235,0.941176471,0.909090909,0.761904762,0.76,0.888888889,0.833333333,0.857142857,0.883495146,0.9375,0.955882353,0.941176471,0.909090909,0.008638376,0.007296,0.001567705,0.002314815,0.001249479,0.000999335,0.001220703,0.000620166,0.003256666,0.003756574,22745,,,0.001406903,0.45236659,0.024512671,0.62678313,32686.59,0.33566001,5.5910001,0.022569513,0,3.44,14.79094324,0.43932244,-0.005862723,0.087931417,1628.2544,0.013114834,0.060154192,0.711630898,0.64657998,0.004396571,0.013409541,0.012422629,2.388653154,0.88111675,0.000483623,0.21022318,0.081473216,0.54698658,-1.1870522,-1.8186929,-0.23729344,42.718864,47.59367
26302,Carrington,ND,North Dakota,0.933333333,0.8125,0.947368421,1,0.896551724,0.96875,0.904761905,1,,0.7,0.866666667,0.8125,0.947368421,0.962962963,0.896551724,0.9375,0.857142857,0.956521739,,0.7,0.007703704,0.009521484,0.002624289,0.001320937,0.003198163,0.001831055,0.005830904,0.00180817,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.9375,1,0.888888889,0.966666667,0.904761905,1,,0.7,0.909090909,1,0.9375,0.956521739,0.888888889,0.933333333,0.857142857,0.956521739,,0.7,0.007513148,0,0.003662109,0.00180817,0.003657979,0.002074074,0.005830904,0.00180817,,0.021,6516,,,0.001074279,0.04390103,0.010545663,0.65575022,36561.344,0.32071999,7.5929999,0.022827968,0,3.44,16.01896086,6.6911373,-0.040611364,,,,0.11220472,0.075826414,0.67567998,0.004143646,0.009668508,0.009978833,2.556867341,0.88090855,0.000153468,0.13317192,0.056080062,0.62972057,-1.190364,-2.2903891,-2.3521652,,
26303,Turtle Mountain UT,ND,North Dakota,0.757894737,0.816326531,0.777777778,0.859813084,0.907407407,0.88,0.838709677,0.897435897,0.866666667,0.916666667,0.736842105,0.775510204,0.722222222,0.822429907,0.87037037,0.866666667,0.838709677,0.897435897,0.866666667,0.916666667,0.002041114,0.001776471,0.002229081,0.00136485,0.002089367,0.001540741,0.004363734,0.002360121,0.007703704,0.006365741,0.701492537,0.794117647,0.7,0.833333333,0.75,0.8125,,,,,0.686567164,0.779411765,0.66,0.8,0.666666667,0.8125,,,,,0.003211831,0.002528369,0.004488,0.002666667,0.018518519,0.009521484,,,,,0.892857143,0.866666667,0.875,0.893617021,0.952380952,0.898305085,0.857142857,0.911764706,0.857142857,0.916666667,0.857142857,0.766666667,0.8,0.85106383,0.928571429,0.881355932,0.857142857,0.911764706,0.857142857,0.916666667,0.004373178,0.005962963,0.004,0.002696898,0.001579203,0.001772333,0.004373178,0.002366172,0.008746356,0.006365741,16550,,,0.000725076,0.4596293,0.028069366,0.57390022,25045.234,0.39366001,7.1129999,0.016065713,0,3.44,12.61033821,-16.987995,0.048212603,0.060422961,1344,-0.17535914,0.063695356,3.065662867,0.53219002,0.007975831,0.01407855,0.011922866,0.425066855,1.0187311,0.000120846,0.33203799,0.096583217,0.47792625,-1.193841,-1.6985756,3.1062298,33.947338,43.641716
26304,Minot,ND,North Dakota,0.873239437,0.886792453,0.871794872,0.910638298,0.934718101,0.916426513,0.897435897,0.927203065,0.902439024,0.979591837,0.830985916,0.858490566,0.803418803,0.863829787,0.899109792,0.890489914,0.824786325,0.900383142,0.869918699,0.948979592,0.000989073,0.00114608,0.000674945,0.000500544,0.000269173,0.000281031,0.000617581,0.000343653,0.000920001,0.000494054,0.857142857,0.909090909,0.833333333,0.92,1,0.952380952,,,,,0.842857143,0.890909091,0.727272727,0.9,0.962962963,0.952380952,,,,,0.001892128,0.001767092,0.003005259,0.0018,0.001320937,0.002159594,,,,,0.888888889,0.862745098,0.886904762,0.908108108,0.929032258,0.914110429,0.895196507,0.92578125,0.901639344,0.979591837,0.819444444,0.823529412,0.833333333,0.854054054,0.893548387,0.886503068,0.820960699,0.8984375,0.868852459,0.948979592,0.002054934,0.002849583,0.00082672,0.000673761,0.000306838,0.000308636,0.000641853,0.000356436,0.000933999,0.000494054,74541,-1.1314073,0.64980406,0.017279081,0.08831244,0.034796398,0.60591078,31148.842,0.32174,8.6339998,0.018233851,0,3.44,16.48571835,8.783473,-0.02711311,0.026830873,2020.5026,-0.033572879,0.031729355,0.089951507,0.58240002,0.015347259,0.02369166,0.019494863,1.236871873,0.61422575,0.000187816,0.15639327,0.078639403,0.59076238,-1.0290195,-1.4713892,-1.7147949,46.510777,61.860889
26305,Rugby,ND,North Dakota,0.838709677,0.956521739,0.936170213,0.854545455,0.875,0.945454546,0.948717949,0.939393939,0.9375,1,0.774193548,0.913043478,0.85106383,0.836363636,0.770833333,0.927272727,0.897435897,0.939393939,0.8125,1,0.005639287,0.00345196,0.002696898,0.002488355,0.003680194,0.001226146,0.002360121,0.001725241,0.009521484,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.772727273,0.933333333,0.930232558,0.833333333,0.866666667,0.944444444,0.947368421,0.939393939,0.9375,1,0.727272727,0.866666667,0.860465116,0.8125,0.755555556,0.925925926,0.894736842,0.939393939,0.8125,1,0.009015777,0.007703704,0.002792207,0.003173828,0.004104252,0.001270132,0.002478496,0.001725241,0.009521484,0,11487,,,0.001131714,0.018947914,0.004931606,0.66469431,33946.883,0.36857,10.406,0.022355476,0,3.44,13.70234052,12.368654,-0.029093059,,,,0.032203391,0.021048241,0.67685997,0.002176373,0.008444328,0.010095547,2.379451161,0.83833897,0,0.13864543,0.060925987,0.62982512,-1.1897922,-2.4799879,-2.2019308,50.775074,62.737236
26401,Ekalaka,SD,South Dakota,0.7,,0.933333333,0.833333333,,0.733333333,,,,,0.7,,0.866666667,0.777777778,,0.733333333,,,,,0.021,,0.007703704,0.009602195,,0.013037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.933333333,0.823529412,,0.785714286,,,,,,,0.866666667,0.764705882,,0.785714286,,,,,,,0.007703704,0.010584164,,0.012026239,,,,,2713,,,0.001842978,0.014820769,0.004241874,0.66515321,25282.672,0.2254,,0.054511465,0,0,11.5079661,,,,,,0.006554989,0.01126009,,,,0.007701194,1.967119281,0.5079248,0.000368596,0.11077844,0.074127905,0.65310079,-1.1827104,-2.5032816,-2.9668124,,
26402,Baker,MT,Montana,,,0.954545455,1,0.888888889,0.866666667,0.75,0.909090909,,,,,0.772727273,1,0.777777778,0.8,0.583333333,0.909090909,,,,,0.00798272,0,0.006401463,0.010666667,0.020254629,0.007513148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.884615385,0.866666667,,0.909090909,,,,,0.764705882,1,0.769230769,0.8,,0.909090909,,,,,0.010584164,0,0.006827492,0.010666667,,0.007513148,,,2837,,,0.00140994,0,0,0.71282452,30324.568,0.26651999,,0.041232485,0,0,12.80338542,,,,,,0.006997901,0.003934228,,,,0.009517096,1.605376125,0.86570323,0.001762425,0.10928962,0.072241679,0.65105081,-1.187022,-2.646539,-3.0076771,,
26403,Bowman,ND,North Dakota,,0.9,0.925925926,0.925925926,0.944444444,0.8,1,0.9375,,,,0.9,0.814814815,0.851851852,0.888888889,0.7,1,0.875,,,,0.009,0.005588579,0.004674084,0.005486968,0.0105,0,0.006835938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.958333333,0.916666667,0.944444444,0.8,1,0.9375,,,,,0.833333333,0.833333333,0.888888889,0.7,1,0.875,,,,,0.005787037,0.005787037,0.005486968,0.0105,0,0.006835938,,,4009,,,0.000249439,0.015179634,0.007319505,0.64819139,34193.543,0.29706001,,0.0199161,0,3.44,12.1604908,,,,,,0.030030031,0.099539206,,0,0.00399102,0.003586985,2.45958674,0.89299077,0,0.08176101,0.064516127,0.64832383,-1.1985767,-2.3993435,-3.7632711,,
26404,Lemmon,ND,North Dakota,0.848484849,0.925925926,0.930232558,0.825396825,0.891304348,0.942307692,1,0.833333333,,,0.727272727,0.888888889,0.906976744,0.761904762,0.847826087,0.942307692,1,0.833333333,,,0.006010518,0.003657979,0.001962091,0.002879459,0.002804718,0.00104546,0,0.005787037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84375,0.916666667,0.923076923,0.851851852,0.891304348,0.941176471,1,0.826086957,,,0.71875,0.875,0.897435897,0.777777778,0.847826087,0.941176471,1,0.826086957,,,0.006317139,0.004557292,0.002360121,0.003200732,0.002804718,0.001085555,0,0.006246404,,,8671,,,0.002421866,0.041648582,0.000190248,0.70401496,34793.172,0.31011,8.4349995,0.028476834,0,3.44,13.42991095,17.086428,-0.035702582,,,,0.053825069,0.592582832,0.69211,0,0.007611579,0.009640766,3.161350285,0.8865183,0.000115327,0.12020202,0.055836849,0.63347399,-1.1769466,-2.6401138,-2.7081578,51.873844,60.190918
26405,Scobey,MT,Montana,,,0.75,1,1,,,,,,,,0.75,1,0.866666667,,,,,,,,0.01171875,0,0.007703704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.714285714,1,1,,,,,,,,0.714285714,1,0.846153846,,,,,,,,0.014577259,0,0.010013655,,,,,,2017,,,0,0.006596137,0.009873159,0.71045578,32704.502,0.26245001,,0.033101577,0,0,11.76737089,,,,,,0.004561003,0.004576219,,,,0.048395313,2.841181423,1.3083788,0.001487357,0.14975846,0.085276075,0.60061347,-1.2010602,-2.3131011,-1.8969047,,
26406,Wolf Point,MT,Montana,0.712328767,0.72,0.772727273,0.840909091,0.857142857,0.846153846,0.8,0.958333333,,,0.671232877,0.68,0.712121212,0.818181818,0.8,0.846153846,0.76,0.916666667,,,0.003023004,0.002901333,0.00310613,0.003380917,0.004571429,0.003337885,0.007296,0.00318287,,,0.634146342,0.585365854,0.6,0.769230769,,,,,,,0.609756098,0.56097561,0.6,0.769230769,,,,,,,0.005803746,0.006006877,0.009600001,0.013654985,,,,,,,0.8125,0.882352941,0.878048781,0.870967742,0.884615385,0.875,0.791666667,0.958333333,,,0.75,0.823529412,0.780487805,0.838709677,0.807692308,0.875,0.75,0.916666667,,,0.005859375,0.004274374,0.004178697,0.004363734,0.005974056,0.003417969,0.0078125,0.00318287,,,12597,,,0.000873224,0.30011669,0.014301248,0.70004594,24254,0.33024999,5.4889998,0.031914614,0,0,14.13748099,-10.315509,0.038198136,0.079383977,1200,-0.23408641,0.016367266,2.830900126,0.50129002,0.004683655,0.007223942,0.008484381,0.364221895,0.79288721,0.000317536,0.26116839,0.10639424,0.51609147,-1.1923659,-2.1635549,1.1610299,35.659763,42.63744
26407,Plentywood,MT,Montana,0.75,,0.9,0.833333333,0.913043478,0.954545455,0.916666667,1,,,0.75,,0.8,0.833333333,0.782608696,0.863636364,0.916666667,1,,,0.01171875,,0.008,0.005787037,0.007397058,0.005353118,0.006365741,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,0.894736842,0.818181818,0.913043478,0.954545455,0.916666667,1,,,0.75,,0.789473684,0.818181818,0.782608696,0.863636364,0.916666667,1,,,0.015625,,0.008747631,0.006761833,0.007397058,0.005353118,0.006365741,0,,,4105,,,0.000974421,0.014164429,0.004703124,0.68087775,33726.703,0.26289001,,0.027908321,0,0,12.99794521,,,,,,0.028481012,1.46E-07,,0,0.007064555,0.01833092,1.269775001,0.75761265,0.000974421,0.095137417,0.067642756,0.60702783,-1.1913583,-2.4877043,-3.3961208,,
